neighborhood_id,avg_unmet,w_cost,w_eq,centers_opened
65,0.0,1.0,5.0,132
66,0.0,1.0,5.0,132
67,0.0,1.0,5.0,132
68,0.0,1.0,5.0,132
69,128124.1814299008,1.0,5.0,132
70,0.0,1.0,5.0,132
71,0.0,1.0,5.0,132
72,43569.31717288966,1.0,5.0,132
73,0.0,1.0,5.0,132
74,0.0,1.0,5.0,132
75,0.0,1.0,5.0,132
76,0.0,1.0,5.0,132
77,0.0,1.0,5.0,132
78,0.0,1.0,5.0,132
79,0.0,1.0,5.0,132
80,148696.78810871346,1.0,5.0,132
81,0.0,1.0,5.0,132
82,0.0,1.0,5.0,132
83,0.0,1.0,5.0,132
84,0.0,1.0,5.0,132
85,39795.318522953414,1.0,5.0,132
86,0.0,1.0,5.0,132
87,0.0,1.0,5.0,132
88,50365.891404576665,1.0,5.0,132
89,0.0,1.0,5.0,132
90,35807.06739129767,1.0,5.0,132
91,0.0,1.0,5.0,132
92,0.0,1.0,5.0,132
93,0.0,1.0,5.0,132
94,0.0,1.0,5.0,132
95,0.0,1.0,5.0,132
96,0.0,1.0,5.0,132
97,0.0,1.0,5.0,132
98,0.0,1.0,5.0,132
99,0.0,1.0,5.0,132
100,0.0,1.0,5.0,132
101,0.0,1.0,5.0,132
102,0.0,1.0,5.0,132
103,0.0,1.0,5.0,132
104,0.0,1.0,5.0,132
105,0.0,1.0,5.0,132
106,0.0,1.0,5.0,132
107,0.0,1.0,5.0,132
108,0.0,1.0,5.0,132
109,0.0,1.0,5.0,132
110,0.0,1.0,5.0,132
111,0.0,1.0,5.0,132
112,0.0,1.0,5.0,132
113,0.0,1.0,5.0,132
114,0.0,1.0,5.0,132
115,0.0,1.0,5.0,132
116,175039.87353330082,1.0,5.0,132
117,0.0,1.0,5.0,132
118,0.0,1.0,5.0,132
119,0.0,1.0,5.0,132
120,70040.31926878028,1.0,5.0,132
121,0.0,1.0,5.0,132
122,214835.19205625425,1.0,5.0,132
123,0.0,1.0,5.0,132
124,0.0,1.0,5.0,132
125,0.0,1.0,5.0,132
126,66784.53213150466,1.0,5.0,132
127,175039.87353330082,1.0,5.0,132
128,43251.119807618,1.0,5.0,132
129,202788.3709665502,1.0,5.0,132
130,175039.87353330082,1.0,5.0,132
131,0.0,1.0,5.0,132
132,39795.318522953414,1.0,5.0,132
133,39795.318522953414,1.0,5.0,132
134,0.0,1.0,5.0,132
135,160840.65409389007,1.0,5.0,132
136,0.0,1.0,5.0,132
137,2102.4431014536735,1.0,5.0,132
138,39795.318522953414,1.0,5.0,132
139,200447.9603979111,1.0,5.0,132
140,128124.1814299008,1.0,5.0,132
141,128124.1814299008,1.0,5.0,132
142,0.0,1.0,5.0,132
143,0.0,1.0,5.0,132
144,0.0,1.0,5.0,132
145,0.0,1.0,5.0,132
146,0.0,1.0,5.0,132
147,90671.49984813666,1.0,5.0,132
148,0.0,1.0,5.0,132
149,271897.0549674202,1.0,5.0,132
150,0.0,1.0,5.0,132
151,0.0,1.0,5.0,132
152,0.0,1.0,5.0,132
153,0.0,1.0,5.0,132
154,0.0,1.0,5.0,132
155,342959.373486155,1.0,5.0,132
156,280611.7199091914,1.0,5.0,132
157,39002.5345,1.0,5.0,132
158,233291.1187073742,1.0,5.0,132
159,0.0,1.0,5.0,132
160,0.0,1.0,5.0,132
161,0.0,1.0,5.0,132
162,128124.1814299008,1.0,5.0,132
163,35288.95594359333,1.0,5.0,132
164,0.0,1.0,5.0,132
165,128124.1814299008,1.0,5.0,132
166,342959.373486155,1.0,5.0,132
167,214835.19205625425,1.0,5.0,132
168,342959.373486155,1.0,5.0,132
169,214835.19205625425,1.0,5.0,132
170,214835.19205625425,1.0,5.0,132
171,214835.19205625425,1.0,5.0,132
172,128124.1814299008,1.0,5.0,132
173,128124.1814299008,1.0,5.0,132
174,342959.373486155,1.0,5.0,132
175,342959.373486155,1.0,5.0,132
176,214835.19205625425,1.0,5.0,132
177,54134.888881681334,1.0,5.0,132
178,0.0,1.0,5.0,132
179,128124.1814299008,1.0,5.0,132
180,0.0,1.0,5.0,132
181,0.0,1.0,5.0,132
182,207373.14864637447,1.0,5.0,132
183,342959.373486155,1.0,5.0,132
184,41593.42782492833,1.0,5.0,132
185,0.0,1.0,5.0,132
186,0.0,1.0,5.0,132
187,214835.19205625425,1.0,5.0,132
188,128124.1814299008,1.0,5.0,132
189,0.0,1.0,5.0,132
190,0.0,1.0,5.0,132
191,140485.25804656747,1.0,5.0,132
192,0.0,1.0,5.0,132
193,0.0,1.0,5.0,132
194,103669.25587499166,1.0,5.0,132
195,128124.1814299008,1.0,5.0,132
196,128124.1814299008,1.0,5.0,132
197,128124.1814299008,1.0,5.0,132
