neighborhood_id,avg_unmet,w_cost,w_eq,centers_opened
104,0.0,1.0,3.0,132
105,0.0,1.0,3.0,132
106,0.0,1.0,3.0,132
107,0.0,1.0,3.0,132
108,0.0,1.0,3.0,132
109,0.0,1.0,3.0,132
110,0.0,1.0,3.0,132
111,0.0,1.0,3.0,132
112,0.0,1.0,3.0,132
113,0.0,1.0,3.0,132
114,0.0,1.0,3.0,132
115,0.0,1.0,3.0,132
116,0.0,1.0,3.0,132
117,0.0,1.0,3.0,132
118,0.0,1.0,3.0,132
119,0.0,1.0,3.0,132
120,0.0,1.0,3.0,132
121,0.0,1.0,3.0,132
122,0.0,1.0,3.0,132
123,0.0,1.0,3.0,132
124,0.0,1.0,3.0,132
125,0.0,1.0,3.0,132
126,0.0,1.0,3.0,132
127,0.0,1.0,3.0,132
128,0.0,1.0,3.0,132
129,0.0,1.0,3.0,132
130,185998.089628213,1.0,3.0,132
131,0.0,1.0,3.0,132
132,46617.011708630765,1.0,3.0,132
133,46617.01170863075,1.0,3.0,132
134,0.0,1.0,3.0,132
135,167662.34727956742,1.0,3.0,132
136,0.0,1.0,3.0,132
137,2102.4431014536735,1.0,3.0,132
138,46617.01170863075,1.0,3.0,132
139,207269.65358358843,1.0,3.0,132
140,170863.89680923818,1.0,3.0,132
141,170863.89680923818,1.0,3.0,132
142,0.0,1.0,3.0,132
143,0.0,1.0,3.0,132
144,0.0,1.0,3.0,132
145,0.0,1.0,3.0,132
146,0.0,1.0,3.0,132
147,90671.49984813666,1.0,3.0,132
148,0.0,1.0,3.0,132
149,321458.46353243495,1.0,3.0,132
150,0.0,1.0,3.0,132
151,0.0,1.0,3.0,132
152,0.0,1.0,3.0,132
153,0.0,1.0,3.0,132
154,0.0,1.0,3.0,132
155,416887.6479809441,1.0,3.0,132
156,323351.43528852885,1.0,3.0,132
157,39002.5345,1.0,3.0,132
158,276695.43973042484,1.0,3.0,132
159,0.0,1.0,3.0,132
160,0.0,1.0,3.0,132
161,0.0,1.0,3.0,132
162,170863.89680923818,1.0,3.0,132
163,35288.95594359333,1.0,3.0,132
164,0.0,1.0,3.0,132
165,170863.89680923818,1.0,3.0,132
166,416887.6479809441,1.0,3.0,132
167,246023.7511717059,1.0,3.0,132
168,416887.6479809441,1.0,3.0,132
169,246023.7511717059,1.0,3.0,132
170,246023.7511717059,1.0,3.0,132
171,246023.7511717059,1.0,3.0,132
172,170863.89680923818,1.0,3.0,132
173,166802.68440934367,1.0,3.0,132
174,416887.6479809441,1.0,3.0,132
175,416887.6479809441,1.0,3.0,132
176,246023.7511717059,1.0,3.0,132
177,54134.888881681334,1.0,3.0,132
178,0.0,1.0,3.0,132
179,170863.89680923818,1.0,3.0,132
180,0.0,1.0,3.0,132
181,0.0,1.0,3.0,132
182,250112.86402571187,1.0,3.0,132
183,416887.6479809441,1.0,3.0,132
184,41593.42782492833,1.0,3.0,132
185,0.0,1.0,3.0,132
186,0.0,1.0,3.0,132
187,246023.7511717059,1.0,3.0,132
188,170863.89680923818,1.0,3.0,132
189,0.0,1.0,3.0,132
190,0.0,1.0,3.0,132
191,183224.97342590484,1.0,3.0,132
192,0.0,1.0,3.0,132
193,0.0,1.0,3.0,132
194,103669.25587499166,1.0,3.0,132
195,170863.89680923818,1.0,3.0,132
196,170863.89680923818,1.0,3.0,132
197,170863.89680923818,1.0,3.0,132
