neighborhood_id,avg_unmet,w_cost,w_eq,centers_opened
174,333328.9688926204,1.0,6.0,137
175,333328.9688926204,1.0,6.0,137
176,212283.63332168464,1.0,6.0,137
177,54134.888881681334,1.0,6.0,137
178,0.0,1.0,6.0,137
179,121045.33557093593,1.0,6.0,137
180,0.0,1.0,6.0,137
181,0.0,1.0,6.0,137
182,200294.3027874096,1.0,6.0,137
183,333328.96889262163,1.0,6.0,137
184,41593.42782492833,1.0,6.0,137
185,0.0,1.0,6.0,137
186,0.0,1.0,6.0,137
187,212283.63332168447,1.0,6.0,137
188,121045.33557093593,1.0,6.0,137
189,0.0,1.0,6.0,137
190,0.0,1.0,6.0,137
191,133406.4121876026,1.0,6.0,137
192,0.0,1.0,6.0,137
193,0.0,1.0,6.0,137
194,103669.25587499166,1.0,6.0,137
195,121045.33557093593,1.0,6.0,137
196,121045.33557093593,1.0,6.0,137
197,121045.33557093593,1.0,6.0,137
