neighborhood_id,avg_unmet,w_cost,w_eq,centers_opened
1,0.0,1.0,0.1,110
2,0.0,1.0,0.1,110
3,0.0,1.0,0.1,110
4,0.0,1.0,0.1,110
5,0.0,1.0,0.1,110
6,0.0,1.0,0.1,110
7,0.0,1.0,0.1,110
8,0.0,1.0,0.1,110
9,0.0,1.0,0.1,110
10,0.0,1.0,0.1,110
11,0.0,1.0,0.1,110
12,0.0,1.0,0.1,110
13,0.0,1.0,0.1,110
14,0.0,1.0,0.1,110
15,134125.814189444,1.0,0.1,110
16,0.0,1.0,0.1,110
17,182946.47244631985,1.0,0.1,110
18,0.0,1.0,0.1,110
19,0.0,1.0,0.1,110
20,0.0,1.0,0.1,110
21,0.0,1.0,0.1,110
22,0.0,1.0,0.1,110
23,0.0,1.0,0.1,110
24,0.0,1.0,0.1,110
25,0.0,1.0,0.1,110
26,0.0,1.0,0.1,110
27,0.0,1.0,0.1,110
28,0.0,1.0,0.1,110
29,0.0,1.0,0.1,110
30,0.0,1.0,0.1,110
31,0.0,1.0,0.1,110
32,0.0,1.0,0.1,110
33,0.0,1.0,0.1,110
34,0.0,1.0,0.1,110
35,0.0,1.0,0.1,110
36,0.0,1.0,0.1,110
37,0.0,1.0,0.1,110
38,0.0,1.0,0.1,110
39,0.0,1.0,0.1,110
40,0.0,1.0,0.1,110
41,0.0,1.0,0.1,110
42,0.0,1.0,0.1,110
43,0.0,1.0,0.1,110
44,0.0,1.0,0.1,110
45,0.0,1.0,0.1,110
46,0.0,1.0,0.1,110
47,0.0,1.0,0.1,110
48,0.0,1.0,0.1,110
49,0.0,1.0,0.1,110
50,0.0,1.0,0.1,110
51,0.0,1.0,0.1,110
52,0.0,1.0,0.1,110
53,950581.2923140501,1.0,0.1,110
54,0.0,1.0,0.1,110
55,0.0,1.0,0.1,110
56,0.0,1.0,0.1,110
57,0.0,1.0,0.1,110
58,0.0,1.0,0.1,110
59,0.0,1.0,0.1,110
60,0.0,1.0,0.1,110
61,0.0,1.0,0.1,110
62,0.0,1.0,0.1,110
63,0.0,1.0,0.1,110
64,0.0,1.0,0.1,110
65,0.0,1.0,0.1,110
66,0.0,1.0,0.1,110
67,0.0,1.0,0.1,110
68,0.0,1.0,0.1,110
69,0.0,1.0,0.1,110
70,0.0,1.0,0.1,110
71,0.0,1.0,0.1,110
72,0.0,1.0,0.1,110
73,0.0,1.0,0.1,110
74,0.0,1.0,0.1,110
75,0.0,1.0,0.1,110
76,0.0,1.0,0.1,110
77,0.0,1.0,0.1,110
78,0.0,1.0,0.1,110
79,0.0,1.0,0.1,110
80,0.0,1.0,0.1,110
81,0.0,1.0,0.1,110
82,0.0,1.0,0.1,110
83,0.0,1.0,0.1,110
84,0.0,1.0,0.1,110
85,0.0,1.0,0.1,110
86,0.0,1.0,0.1,110
87,0.0,1.0,0.1,110
88,0.0,1.0,0.1,110
89,0.0,1.0,0.1,110
90,0.0,1.0,0.1,110
91,0.0,1.0,0.1,110
92,0.0,1.0,0.1,110
93,0.0,1.0,0.1,110
94,0.0,1.0,0.1,110
95,0.0,1.0,0.1,110
96,0.0,1.0,0.1,110
97,0.0,1.0,0.1,110
98,0.0,1.0,0.1,110
99,0.0,1.0,0.1,110
100,0.0,1.0,0.1,110
101,0.0,1.0,0.1,110
102,0.0,1.0,0.1,110
103,0.0,1.0,0.1,110
104,0.0,1.0,0.1,110
105,0.0,1.0,0.1,110
106,0.0,1.0,0.1,110
107,0.0,1.0,0.1,110
108,0.0,1.0,0.1,110
109,0.0,1.0,0.1,110
110,0.0,1.0,0.1,110
111,0.0,1.0,0.1,110
112,0.0,1.0,0.1,110
113,0.0,1.0,0.1,110
114,0.0,1.0,0.1,110
115,0.0,1.0,0.1,110
116,0.0,1.0,0.1,110
117,0.0,1.0,0.1,110
118,0.0,1.0,0.1,110
119,0.0,1.0,0.1,110
120,0.0,1.0,0.1,110
121,0.0,1.0,0.1,110
122,0.0,1.0,0.1,110
123,0.0,1.0,0.1,110
124,0.0,1.0,0.1,110
125,0.0,1.0,0.1,110
126,0.0,1.0,0.1,110
127,0.0,1.0,0.1,110
128,0.0,1.0,0.1,110
129,0.0,1.0,0.1,110
130,0.0,1.0,0.1,110
131,0.0,1.0,0.1,110
132,0.0,1.0,0.1,110
133,0.0,1.0,0.1,110
134,0.0,1.0,0.1,110
135,0.0,1.0,0.1,110
136,0.0,1.0,0.1,110
137,0.0,1.0,0.1,110
138,0.0,1.0,0.1,110
139,0.0,1.0,0.1,110
140,0.0,1.0,0.1,110
141,0.0,1.0,0.1,110
142,0.0,1.0,0.1,110
143,0.0,1.0,0.1,110
144,0.0,1.0,0.1,110
145,0.0,1.0,0.1,110
146,0.0,1.0,0.1,110
147,0.0,1.0,0.1,110
148,0.0,1.0,0.1,110
149,0.0,1.0,0.1,110
150,0.0,1.0,0.1,110
151,0.0,1.0,0.1,110
152,0.0,1.0,0.1,110
153,0.0,1.0,0.1,110
154,0.0,1.0,0.1,110
155,877950.9148263378,1.0,0.1,110
156,114352.46474595733,1.0,0.1,110
157,0.0,1.0,0.1,110
158,0.0,1.0,0.1,110
159,0.0,1.0,0.1,110
160,0.0,1.0,0.1,110
161,0.0,1.0,0.1,110
162,0.0,1.0,0.1,110
163,0.0,1.0,0.1,110
164,0.0,1.0,0.1,110
165,0.0,1.0,0.1,110
166,827889.5307974368,1.0,0.1,110
167,1.1847579050807168e6,1.0,0.1,110
168,371625.1658399663,1.0,0.1,110
169,587227.13102825,1.0,0.1,110
170,1.1847579050807168e6,1.0,0.1,110
171,667323.8542215399,1.0,0.1,110
172,714595.1896088285,1.0,0.1,110
173,33512.68542431741,1.0,0.1,110
174,1.0619085168076933e6,1.0,0.1,110
175,811272.7412945641,1.0,0.1,110
176,633524.1790088434,1.0,0.1,110
177,54134.888881681334,1.0,0.1,110
178,0.0,1.0,0.1,110
179,345055.45266092167,1.0,0.1,110
180,0.0,1.0,0.1,110
181,0.0,1.0,0.1,110
182,0.0,1.0,0.1,110
183,0.0,1.0,0.1,110
184,0.0,1.0,0.1,110
185,0.0,1.0,0.1,110
186,0.0,1.0,0.1,110
187,0.0,1.0,0.1,110
188,185877.09117850705,1.0,0.1,110
189,0.0,1.0,0.1,110
190,0.0,1.0,0.1,110
191,568667.2038613417,1.0,0.1,110
192,0.0,1.0,0.1,110
193,0.0,1.0,0.1,110
194,103669.25587499166,1.0,0.1,110
195,776679.7817636967,1.0,0.1,110
196,882692.7394600458,1.0,0.1,110
197,265731.63622191997,1.0,0.1,110
