neighborhood_id,received,unmet
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,82217.31493,0.0
7,225650.67319999996,0.0
8,904474.3637999999,0.0
9,0.0,0.0
10,1.0310089248741077e6,139851.0351258923
11,0.0,0.0
12,0.0,0.0
13,676470.4378741077,139851.0351258923
14,427578.15567410784,139851.0351258923
15,0.0,0.0
16,0.0,0.0
17,0.0,0.0
18,0.0,0.0
19,0.0,0.0
20,0.0,0.0
21,0.0,0.0
22,0.0,0.0
23,255191.1564,0.0
24,0.0,0.0
25,0.0,0.0
26,0.0,0.0
27,0.0,0.0
28,0.0,0.0
29,0.0,0.0
30,0.0,0.0
31,0.0,0.0
32,0.0,0.0
33,0.0,0.0
34,0.0,0.0
35,0.0,0.0
36,272285.3444741077,139851.0351258923
37,0.0,0.0
38,0.0,0.0
39,0.0,0.0
40,0.0,77079.7641
41,0.0,0.0
42,0.0,0.0
43,0.0,0.0
44,0.0,0.0
45,1.7497068978741076e6,139851.03512589226
46,0.0,0.0
47,16172.34437410772,139851.0351258923
48,670686.4860741077,139851.0351258923
49,435217.79167410784,139851.0351258923
50,180066.55107410773,139851.0351258923
51,1.8747590458741076e6,139851.0351258923
52,0.0,0.0
53,2.6102950108741075e6,139851.0351258923
54,0.0,0.0
55,1.4004781838741077e6,139851.0351258923
56,743084.4440741077,139851.0351258923
57,1.0459125128741076e6,139851.0351258923
58,1.5976404108741076e6,139851.0351258923
59,0.0,0.0
60,0.0,0.0
61,0.0,0.0
62,0.0,0.0
63,0.0,0.0
64,0.0,0.0
65,0.0,0.0
66,0.0,0.0
67,0.0,0.0
68,0.0,0.0
69,0.0,0.0
70,0.0,0.0
71,0.0,0.0
72,0.0,0.0
73,0.0,0.0
74,0.0,0.0
75,0.0,0.0
76,0.0,0.0
77,0.0,0.0
78,0.0,0.0
79,0.0,0.0
80,581131.7935741077,139851.0351258923
81,0.0,0.0
82,0.0,0.0
83,0.0,0.0
84,0.0,0.0
85,95292.51412706665,100726.52647293336
86,0.0,0.0
87,0.0,0.0
88,0.0,0.0
89,0.0,0.0
90,0.0,0.0
91,0.0,0.0
92,0.0,0.0
93,0.0,0.0
94,0.0,0.0
95,0.0,0.0
96,0.0,0.0
97,0.0,0.0
98,0.0,0.0
99,311334.0647,0.0
100,0.0,0.0
101,0.0,0.0
102,34734.24015,0.0
103,0.0,0.0
104,0.0,0.0
105,0.0,0.0
106,0.0,0.0
107,0.0,0.0
108,0.0,0.0
109,0.0,0.0
110,0.0,0.0
111,0.0,0.0
112,0.0,0.0
113,8538.37235,0.0
114,0.0,0.0
115,0.0,0.0
116,441461.397,0.0
117,0.0,0.0
118,0.0,0.0
119,0.0,0.0
120,0.0,0.0
121,0.0,0.0
122,180238.2823,0.0
123,0.0,0.0
124,0.0,0.0
125,0.0,0.0
126,0.0,0.0
127,1.392681791e6,0.0
128,89791.05924,0.0
129,1.001672239e6,0.0
130,0.0,0.0
131,0.0,0.0
132,24953.472074107704,139851.0351258923
133,961475.3098741077,139851.03512589226
134,0.0,0.0
135,2.1236867638741075e6,139851.0351258923
136,0.0,0.0
137,0.0,0.0
138,69275.81917410775,139851.03512589226
139,387297.93457410776,139851.0351258923
140,0.0,0.0
141,0.0,0.0
142,0.0,0.0
143,0.0,0.0
144,0.0,0.0
145,0.0,0.0
146,0.0,0.0
147,0.0,0.0
148,0.0,0.0
149,169418.0653741077,139851.0351258923
150,0.0,0.0
151,0.0,0.0
152,0.0,0.0
153,0.0,0.0
154,0.0,0.0
155,2.328936700874108e6,139851.0351258923
156,0.0,114405.2212
157,0.0,117007.6035
158,0.0,121379.7725
159,0.0,0.0
160,0.0,0.0
161,0.0,0.0
162,0.0,0.0
163,0.0,0.0
164,0.0,0.0
165,0.0,0.0
166,1.7229139428741075e6,139851.0351258923
167,2.7431471008741073e6,139851.0351258923
168,49829.03437410772,139851.0351258923
169,487616.6042741077,139851.0351258923
170,1.8561713938741076e6,139851.03512589226
171,562678.8031741078,139851.0351258923
172,0.0,0.0
173,0.0,0.0
174,841579.7826741076,139851.0351258923
175,461809.8658741077,139851.0351258923
176,468720.8981741078,139851.0351258923
177,0.0,0.0
178,0.0,0.0
179,0.0,0.0
180,0.0,0.0
181,0.0,0.0
182,0.0,0.0
183,1.1268282108741077e6,139851.0351258923
184,0.0,0.0
185,0.0,0.0
186,0.0,0.0
187,570138.7521741076,139851.0351258923
188,0.0,0.0
189,0.0,0.0
190,0.0,0.0
191,0.0,37083.22985
192,0.0,0.0
193,0.0,0.0
194,0.0,0.0
195,0.0,0.0
196,0.0,0.0
197,0.0,0.0
