from_type,from_id,to_type,to_id,flow
restaurant,216,center,140,49358.9945554828
restaurant,217,center,26,63268.8385460897
restaurant,218,center,35,11216.6562371629
restaurant,219,center,76,80267.6787838782
restaurant,220,center,101,58975.1348183172
restaurant,221,center,95,56507.3417739887
restaurant,222,center,173,34207.4071912413
restaurant,223,center,62,54890.4777273889
restaurant,224,center,55,61947.5919588054
restaurant,225,center,144,59762.4098484355
restaurant,226,center,21,54332.941972912
restaurant,227,center,41,16635.6128947325
restaurant,228,center,97,77662.3830922637
restaurant,229,center,159,64579.7255156499
restaurant,230,center,10,54014.2894377263
restaurant,231,center,10,45186.7528058078
restaurant,232,center,56,66234.5904502698
restaurant,233,center,94,46960.3495623452
restaurant,234,center,2,36797.7663712375
restaurant,235,center,157,82545.3375873047
restaurant,236,center,4,62210.8815996959
restaurant,237,center,60,45822.9528068045
restaurant,238,center,70,38466.0200599838
restaurant,239,center,80,41981.8614823556
restaurant,240,center,13,53891.114424689
restaurant,241,center,92,41244.5627401828
restaurant,242,center,76,46743.5325323939
restaurant,243,center,12,23850.729093892194
restaurant,243,center,150,7830.659361800404
restaurant,244,center,101,60735.5709773588
restaurant,245,center,55,67586.3239282426
restaurant,246,center,88,2839.2941577809397
restaurant,246,center,119,40332.12283019706
restaurant,247,center,102,27177.9982591335
restaurant,248,center,31,22656.9518996302
restaurant,249,center,22,47587.8508395678
restaurant,250,center,119,56302.9342932107
restaurant,251,center,4,39560.9142815215
restaurant,252,center,88,33488.8851528446
restaurant,253,center,21,63248.2499469968
restaurant,254,center,12,73482.001048707
restaurant,255,center,2,55259.3649190374
restaurant,256,center,59,31486.0987958814
restaurant,257,center,80,36665.1052274235
restaurant,258,center,76,37054.2779220233
restaurant,259,center,180,54807.1631556824
restaurant,260,center,176,28481.44760416
restaurant,261,center,176,81181.2478876208
restaurant,262,center,133,28312.6100970709
restaurant,263,center,23,63035.737013852
restaurant,264,center,19,40833.6475527133
restaurant,265,center,50,81889.8205102094
restaurant,266,center,65,37093.1137894686
restaurant,267,center,154,690.880221353575
restaurant,268,center,21,30879.0633566603
restaurant,269,center,76,38159.2790574129
restaurant,270,center,95,30439.198507304
restaurant,271,center,26,22403.9914883475
restaurant,272,center,70,27089.1507948006
restaurant,273,center,117,58792.1614632416
restaurant,274,center,101,78902.6125993908
restaurant,275,center,58,17990.6596071344
restaurant,276,center,92,67812.5064361061
restaurant,277,center,76,75235.9374479677
restaurant,278,center,55,52616.0653340179
restaurant,279,center,55,50931.4951435831
restaurant,280,center,201,44616.8675081982
restaurant,281,center,76,49186.0766698292
restaurant,282,center,194,78674.2334967601
restaurant,283,center,31,22020.3139416669
restaurant,284,center,2,75094.9613870863
restaurant,285,center,200,34925.8114491218
restaurant,286,center,12,47975.2054349372
restaurant,287,center,70,29161.7668724622
restaurant,288,center,76,35541.3248399936
restaurant,289,center,76,19945.5587461552
restaurant,290,center,156,35814.472540984
restaurant,291,center,19,39176.457434016964
restaurant,291,center,23,8269.339996503739
restaurant,292,center,60,73989.0834505261
restaurant,293,center,36,23563.8674673764
restaurant,294,center,76,80041.9473084882
restaurant,295,center,45,56449.0163059352
restaurant,296,center,4,86453.614889854
restaurant,297,center,80,55846.156385931
restaurant,298,center,168,25179.9154559581
restaurant,299,center,115,28270.42222058802
restaurant,299,center,201,15735.020364690776
restaurant,300,center,136,54503.2965827715
restaurant,301,center,14,49204.0988250031
restaurant,302,center,2,28720.59408994997
restaurant,302,center,22,43317.263109330335
restaurant,303,center,70,78688.1854208026
restaurant,304,center,95,39252.1368323882
restaurant,305,center,58,38190.7813608523
restaurant,306,center,2,57572.6154087894
restaurant,307,center,22,49945.5809404286
restaurant,308,center,76,59638.7930943367
restaurant,309,center,162,34110.8856234186
restaurant,310,center,70,52568.3549173519
restaurant,311,center,22,62034.6987038761
restaurant,312,center,70,13932.5055148074
restaurant,313,center,165,44527.0586415796
restaurant,314,center,21,30196.8889072906
restaurant,315,center,199,71655.2792067479
restaurant,316,center,76,32879.8153903538
restaurant,317,center,22,71845.0209546588
restaurant,318,center,176,46268.5176020992
restaurant,319,center,12,73912.6720360941
center,2,neighborhood,172,110627.34095885184
center,2,neighborhood,191,186573.85426143487
center,2,neighborhood,195,38638.61222912185
center,2,neighborhood,529,166664.42923653522
center,2,neighborhood,561,9057.812238248065
center,4,neighborhood,182,437953.14934679447
center,8,neighborhood,196,176003.6943886097
center,9,neighborhood,250,174229.52421956882
center,10,neighborhood,250,646660.0269196723
center,11,neighborhood,447,23168.03181392164
center,12,neighborhood,248,306252.639663242
center,13,neighborhood,250,223731.57810824743
center,14,neighborhood,549,204596.273416403
center,15,neighborhood,367,81571.6009105435
center,18,neighborhood,549,75655.5033281187
center,19,neighborhood,129,80010.10498673026
center,21,neighborhood,352,683670.8762161825
center,22,neighborhood,196,436987.3362410895
center,23,neighborhood,352,150409.59390412353
center,26,neighborhood,250,137470.3816642309
center,29,neighborhood,248,110074.51119874191
center,31,neighborhood,250,182853.75311019388
center,35,neighborhood,207,215887.0513292647
center,36,neighborhood,447,132773.8505813851
center,37,neighborhood,196,68846.7163059386
center,38,neighborhood,207,16404.61876813206
center,38,neighborhood,367,31546.26780336564
center,41,neighborhood,447,83317.62988108568
center,45,neighborhood,242,56449.0163059352
center,49,neighborhood,196,88666.1403220816
center,50,neighborhood,129,81889.8205102094
center,53,neighborhood,183,121424.610366241
center,54,neighborhood,352,52927.7912598502
center,55,neighborhood,250,90839.17183001712
center,55,neighborhood,367,357098.85006290267
center,56,neighborhood,196,152322.44979829178
center,58,neighborhood,129,200392.1324800553
center,59,neighborhood,447,31486.0987958814
center,60,neighborhood,561,361363.2349613277
center,62,neighborhood,364,427096.6355436561
center,64,neighborhood,129,157601.1385247449
center,65,neighborhood,165,37093.1137894686
center,70,neighborhood,364,671727.1571800357
center,74,neighborhood,195,136496.7489673772
center,76,neighborhood,182,457778.0899932354
center,76,neighborhood,324,1.4524203888305349e6
center,80,neighborhood,561,415703.71903695835
center,82,neighborhood,196,53489.082700063
center,87,neighborhood,207,59274.7054107743
center,88,neighborhood,248,291435.7305631137
center,90,neighborhood,242,48800.14835143043
center,90,neighborhood,352,97397.98455034709
center,92,neighborhood,250,311060.2913807589
center,93,neighborhood,182,158094.77727105242
center,94,neighborhood,352,141837.9221969312
center,95,neighborhood,447,126198.6771136809
center,97,neighborhood,207,77662.3830922637
center,99,neighborhood,165,18772.9963235599
center,101,neighborhood,250,234309.6380914039
center,102,neighborhood,549,48572.7221755527
center,105,neighborhood,129,50487.7787268645
center,106,neighborhood,156,117985.18815012579
center,106,neighborhood,242,61082.26245408962
center,110,neighborhood,250,41380.93468748
center,115,neighborhood,195,58030.614331126024
center,117,neighborhood,248,117053.33129234801
center,118,neighborhood,367,209938.0914574975
center,119,neighborhood,172,121494.48829237372
center,119,neighborhood,364,102621.56607601815
center,126,neighborhood,364,97990.6755942576
center,132,neighborhood,183,81351.09151191777
center,132,neighborhood,549,43089.867316460935
center,133,neighborhood,250,28312.6100970709
center,134,neighborhood,156,131881.1073231195
center,135,neighborhood,248,61402.8685979435
center,136,neighborhood,69,85161.81144339242
center,140,neighborhood,69,49358.9945554828
center,144,neighborhood,250,110427.46109170199
center,150,neighborhood,585,37083.22985
center,154,neighborhood,129,264654.51881793054
center,156,neighborhood,447,35814.472540984
center,157,neighborhood,367,82545.3375873047
center,159,neighborhood,447,220513.9155095964
center,161,neighborhood,165,16816.305506266886
center,161,neighborhood,168,1983.5662532153074
center,162,neighborhood,364,227867.3909821974
center,165,neighborhood,352,209983.5615694904
center,168,neighborhood,183,25179.9154559581
center,173,neighborhood,248,34207.4071912413
center,175,neighborhood,182,122025.6873862329
center,176,neighborhood,156,155931.21309387998
center,180,neighborhood,248,54807.1631556824
center,185,neighborhood,248,110347.3500467421
center,189,neighborhood,367,55554.6685491312
center,194,neighborhood,196,78674.2334967601
center,199,neighborhood,196,71655.2792067479
center,200,neighborhood,196,213706.2781052228
center,201,neighborhood,183,236687.50689300848
