neighborhood_id,received,unmet
1,102142.62426294,0.0
2,333492.64867191,0.0
3,0.0,0.0
4,113652.81465869,0.0
5,0.0,0.0
6,506273.12917545,0.0
7,0.0,0.0
8,113911.46111921,0.0
9,0.0,0.0
10,0.0,0.0
11,0.0,0.0
12,0.0,0.0
13,0.0,0.0
14,0.0,0.0
15,0.0,0.0
16,0.0,0.0
17,0.0,0.0
18,0.0,0.0
19,0.0,0.0
20,23547.3246267601,0.0
21,0.0,0.0
22,0.0,0.0
23,0.0,0.0
24,0.0,0.0
25,0.0,0.0
26,0.0,0.0
27,0.0,0.0
28,267239.2548257,0.0
29,0.0,0.0
30,0.0,0.0
31,0.0,0.0
32,0.0,0.0
33,1.18393394646053e6,0.0
34,0.0,0.0
35,0.0,0.0
36,0.0,0.0
37,0.0,0.0
38,0.0,0.0
39,0.0,0.0
40,40369.707106410126,0.0
41,0.0,0.0
42,0.0,0.0
43,0.0,0.0
44,0.0,0.0
45,0.0,0.0
46,0.0,0.0
47,0.0,0.0
48,0.0,0.0
49,0.0,0.0
50,105498.50887842,0.0
51,0.0,0.0
52,0.0,0.0
53,0.0,0.0
54,0.0,0.0
55,0.0,0.0
56,979114.69227613,0.0
57,0.0,0.0
58,0.0,0.0
59,23285.418190612,0.0
60,0.0,0.0
61,0.0,0.0
62,0.0,0.0
63,0.0,0.0
64,0.0,0.0
65,0.0,0.0
66,0.0,0.0
67,0.0,0.0
68,0.0,0.0
69,2.2313941757623395e6,0.0
70,0.0,0.0
71,0.0,0.0
72,0.0,0.0
73,0.0,0.0
74,0.0,0.0
75,0.0,0.0
76,0.0,0.0
77,0.0,0.0
78,0.0,0.0
79,0.0,0.0
80,238489.9939784,0.0
81,0.0,0.0
82,0.0,0.0
83,0.0,0.0
84,0.0,0.0
85,0.0,0.0
86,0.0,0.0
87,0.0,0.0
88,151097.67421373,0.0
89,0.0,0.0
90,107421.202173893,0.0
91,0.0,0.0
92,0.0,0.0
93,89959.744097822,0.0
94,0.0,0.0
95,0.0,0.0
96,0.0,0.0
97,0.0,0.0
98,0.0,0.0
99,0.0,0.0
100,0.0,0.0
101,704873.87763811,0.0
102,0.0,0.0
103,0.0,0.0
104,0.0,0.0
105,0.0,0.0
106,0.0,0.0
107,701490.9698697139,0.0
108,0.0,0.0
109,0.0,0.0
110,0.0,0.0
111,258687.52758611,0.0
112,0.0,0.0
113,0.0,0.0
114,16549.040149168,0.0
115,175960.45099861,0.0
116,0.0,0.0
117,0.0,0.0
118,261754.513595689,0.0
119,495528.1168283799,0.0
120,405519.218561253,0.0
121,0.0,0.0
122,0.0,0.0
123,0.0,0.0
124,2162.59609306999,0.0
125,0.0,0.0
126,200353.596394514,0.0
127,0.0,0.0
128,0.0,0.0
129,2.93190886381e6,0.0
130,0.0,0.0
131,0.0,0.0
132,0.0,0.0
133,0.0,0.0
134,0.0,0.0
135,363136.00671281,0.0
136,0.0,0.0
137,6307.32930436102,0.0
138,0.0,0.0
139,0.0,0.0
140,1.50225240556435e6,0.0
141,2.06322447525637e6,0.0
142,0.0,0.0
143,0.0,0.0
144,0.0,0.0
145,0.0,0.0
146,0.0,0.0
147,0.0,272014.49954441
148,0.0,0.0
149,147142.3875141272,648459.2076632918
150,0.0,0.0
151,0.0,0.0
152,0.0,0.0
153,0.0,0.0
154,0.0,0.0
155,72349.73789345718,648459.2076632918
156,1.854211670667298e6,648459.2076632918
157,0.0,0.0
158,0.0,605451.42757938
159,0.0,0.0
160,0.0,0.0
161,0.0,0.0
162,560421.6123540781,648459.2076632918
163,0.0,105866.86783078
164,0.0,0.0
165,1.5210965777194684e6,648459.2076632918
166,1.1745519571082182e6,648459.2076632918
167,0.0,0.0
168,1.4503977283533884e6,648459.2076632918
169,0.0,0.0
170,0.0,0.0
171,0.0,0.0
172,1.6805359913513982e6,648459.2076632918
173,0.0,500408.053228031
174,203825.35209880816,648459.2076632918
175,336827.4781577281,648459.2076632918
176,0.0,0.0
177,0.0,0.0
178,0.0,0.0
179,715782.2024196382,648459.2076632918
180,0.0,0.0
181,0.0,0.0
182,2.624265866097487e6,648459.2076632918
183,1.9130572863272978e6,648459.2076632918
184,0.0,0.0
185,0.0,0.0
186,0.0,0.0
187,0.0,0.0
188,83181.87465602811,648459.2076632918
189,0.0,0.0
190,0.0,0.0
191,1.6349880163616077e6,648459.2076632918
192,0.0,0.0
193,0.0,0.0
194,0.0,311007.767624975
195,1.6815801376277981e6,648459.2076632918
196,2.788765372664978e6,648459.2076632918
197,148735.70100246812,648459.2076632918
